customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,num_contacts_in_campaign,num_contacts_prev_campaign,term_deposit_subscribed
33.0,technician,married,tertiary,no,327.0,yes,no,cellular,22,jul,2.0,0,1
50.0,technician,married,secondary,no,383.0,yes,no,unknown,5,may,1.0,0,0
57.0,retired,married,secondary,no,3908.0,yes,no,unknown,3,jun,1.0,0,0
51.0,blue-collar,married,primary,no,9300.0,yes,no,cellular,7,jul,4.0,0,0
61.0,retired,married,secondary,no,8589.0,no,no,unknown,5,jun,1.0,0,0
33.0,blue-collar,married,secondary,no,229.0,yes,no,cellular,13,may,1.0,1,0
34.0,management,married,tertiary,no,3303.0,yes,no,cellular,2,nov,2.0,2,0
35.0,management,single,tertiary,no,186.0,no,no,cellular,22,jul,4.0,0,0
53.0,management,married,tertiary,no,4647.0,yes,no,cellular,19,nov,4.0,0,0
35.0,blue-collar,married,primary,no,409.0,no,no,unknown,13,may,4.0,0,0
24.0,services,married,primary,no,917.0,no,no,cellular,2,feb,1.0,0,0
48.0,management,divorced,tertiary,no,350.0,yes,no,cellular,7,apr,3.0,0,0
39.0,entrepreneur,married,secondary,no,-2.0,yes,no,cellular,30,jul,23.0,0,0
49.0,self-employed,married,tertiary,no,-1.0,no,no,cellular,21,nov,2.0,0,0
32.0,management,married,tertiary,no,545.0,no,no,cellular,7,aug,2.0,0,0
40.0,management,married,tertiary,no,-498.0,no,yes,cellular,29,jul,2.0,0,0
32.0,technician,single,secondary,no,-94.0,yes,no,cellular,15,may,1.0,1,0
50.0,technician,married,secondary,no,5306.0,yes,no,telephone,17,apr,3.0,1,1
40.0,management,divorced,tertiary,no,1929.0,yes,yes,cellular,29,jan,1.0,0,0
52.0,management,married,tertiary,no,259.0,no,no,cellular,19,aug,2.0,0,0
31.0,services,single,secondary,no,0.0,yes,no,unknown,16,may,1.0,0,0
52.0,technician,divorced,tertiary,no,1.0,no,no,cellular,28,aug,7.0,0,0
38.0,services,married,secondary,no,150.0,yes,no,unknown,5,may,1.0,0,0
36.0,blue-collar,married,primary,no,18.0,no,yes,telephone,15,jul,4.0,0,0
50.0,blue-collar,married,primary,no,111.0,yes,no,telephone,15,may,6.0,1,0
28.0,admin.,single,secondary,no,77.0,yes,no,cellular,23,apr,2.0,11,0
23.0,blue-collar,divorced,secondary,no,513.0,yes,no,cellular,15,may,3.0,0,0
31.0,technician,divorced,secondary,no,10787.0,yes,no,unknown,4,jun,2.0,0,0
25.0,unemployed,single,secondary,no,3274.0,no,no,cellular,5,aug,1.0,2,0
39.0,blue-collar,married,primary,no,99.0,yes,no,cellular,11,may,2.0,5,0
38.0,blue-collar,married,secondary,no,540.0,no,yes,cellular,7,jul,6.0,0,0
34.0,technician,single,,no,395.0,yes,no,unknown,8,may,3.0,0,0
34.0,management,married,tertiary,no,1816.0,no,no,cellular,4,aug,1.0,4,1
48.0,technician,married,secondary,no,12531.0,no,no,cellular,13,aug,8.0,0,0
34.0,blue-collar,married,secondary,no,1.0,yes,yes,cellular,8,jul,1.0,0,0
67.0,retired,married,tertiary,no,701.0,no,no,cellular,6,aug,2.0,0,1
39.0,admin.,single,secondary,no,550.0,yes,no,unknown,3,jun,2.0,0,0
32.0,technician,married,secondary,no,-1037.0,yes,yes,cellular,18,aug,4.0,0,0
60.0,retired,married,secondary,no,32949.0,no,no,unknown,29,may,2.0,0,0
30.0,admin.,married,secondary,no,2228.0,yes,no,unknown,21,may,1.0,0,0
41.0,entrepreneur,married,tertiary,no,1570.0,yes,no,cellular,19,nov,3.0,0,0
43.0,technician,married,secondary,no,-372.0,yes,no,cellular,17,apr,3.0,0,0
39.0,blue-collar,married,primary,no,406.0,yes,no,cellular,8,may,2.0,1,0
43.0,blue-collar,married,secondary,no,1238.0,yes,no,cellular,11,may,3.0,0,1
32.0,management,single,tertiary,no,14.0,yes,no,unknown,27,may,2.0,0,0
42.0,management,married,tertiary,no,765.0,no,no,cellular,7,aug,3.0,0,0
32.0,blue-collar,married,secondary,no,2929.0,yes,no,unknown,20,jun,25.0,0,0
47.0,technician,married,tertiary,no,438.0,yes,no,cellular,8,may,2.0,0,0
31.0,blue-collar,married,primary,no,1221.0,yes,no,cellular,20,apr,2.0,3,0
53.0,blue-collar,single,secondary,no,931.0,yes,no,unknown,27,may,16.0,0,0
41.0,blue-collar,divorced,primary,no,1566.0,yes,no,unknown,15,may,1.0,0,0
58.0,management,married,tertiary,no,24494.0,no,no,cellular,21,nov,5.0,0,0
55.0,blue-collar,married,secondary,no,4381.0,no,no,telephone,19,aug,7.0,0,0
32.0,technician,married,secondary,no,137.0,no,yes,cellular,8,jul,2.0,0,0
60.0,retired,married,primary,no,53.0,no,no,cellular,4,jun,1.0,0,0
39.0,technician,married,secondary,no,3.0,yes,no,cellular,11,jul,2.0,0,0
34.0,management,single,tertiary,no,5945.0,no,no,cellular,28,aug,8.0,0,0
31.0,services,single,secondary,no,8135.0,yes,no,unknown,20,may,1.0,0,0
44.0,blue-collar,married,secondary,no,4857.0,yes,no,cellular,10,aug,1.0,1,0
34.0,unemployed,single,tertiary,no,9015.0,yes,no,unknown,11,jun,3.0,0,0
34.0,management,divorced,tertiary,no,506.0,yes,no,cellular,6,may,1.0,0,0
34.0,technician,married,secondary,no,-167.0,yes,yes,cellular,8,aug,2.0,0,0
40.0,technician,single,secondary,no,617.0,yes,no,unknown,20,may,1.0,0,0
28.0,blue-collar,married,secondary,no,300.0,yes,no,unknown,4,jun,1.0,0,0
35.0,admin.,married,secondary,no,1295.0,yes,no,cellular,15,may,9.0,2,0
48.0,services,married,secondary,no,1137.0,no,no,unknown,18,jun,2.0,0,0
20.0,blue-collar,single,secondary,no,1693.0,yes,yes,unknown,30,may,3.0,0,0
40.0,self-employed,married,secondary,no,-15.0,no,no,unknown,2,jun,7.0,0,0
66.0,entrepreneur,married,tertiary,no,2333.0,no,no,telephone,9,feb,1.0,1,1
50.0,housemaid,married,secondary,no,0.0,no,no,cellular,28,jul,5.0,0,0
51.0,management,married,tertiary,no,-5.0,yes,no,cellular,18,nov,1.0,0,0
26.0,admin.,single,secondary,no,204.0,yes,no,cellular,18,may,1.0,0,0
38.0,management,single,tertiary,no,2031.0,no,yes,cellular,20,nov,1.0,0,1
32.0,student,single,,no,2342.0,no,no,cellular,18,dec,2.0,0,0
36.0,services,married,secondary,no,30.0,yes,yes,cellular,31,jul,3.0,0,0
47.0,management,married,tertiary,no,4875.0,no,no,cellular,31,jul,3.0,0,0
37.0,blue-collar,married,primary,no,1382.0,yes,no,unknown,27,may,2.0,0,0
31.0,admin.,married,secondary,no,34.0,yes,yes,cellular,22,jul,1.0,0,0
56.0,blue-collar,married,primary,no,190.0,yes,no,cellular,23,jul,2.0,0,0
36.0,management,married,primary,no,4.0,no,no,unknown,11,jun,7.0,0,0
40.0,technician,single,tertiary,no,2629.0,no,no,cellular,29,jul,2.0,0,1
26.0,services,married,secondary,no,70.0,no,yes,cellular,10,jul,4.0,0,0
39.0,blue-collar,married,secondary,no,356.0,yes,yes,unknown,7,may,1.0,0,0
58.0,retired,married,primary,no,2860.0,no,no,cellular,13,nov,1.0,0,0
37.0,self-employed,divorced,tertiary,no,1357.0,yes,no,unknown,23,may,2.0,0,1
47.0,management,divorced,tertiary,no,1270.0,yes,no,cellular,4,may,3.0,0,0
37.0,student,single,secondary,no,408.0,yes,no,unknown,12,jun,1.0,0,0
37.0,blue-collar,single,secondary,no,261.0,no,no,cellular,11,jul,2.0,0,0
44.0,blue-collar,married,primary,no,330.0,yes,no,cellular,7,may,1.0,0,0
35.0,admin.,married,secondary,no,-1.0,no,yes,cellular,6,feb,5.0,0,0
57.0,retired,married,tertiary,no,1300.0,no,no,cellular,11,aug,11.0,0,0
31.0,admin.,married,secondary,no,-42.0,yes,no,cellular,17,jul,1.0,0,0
28.0,technician,single,secondary,no,25.0,no,no,cellular,28,aug,2.0,0,0
49.0,unemployed,married,primary,no,211.0,no,no,unknown,16,jun,2.0,0,0
33.0,student,single,tertiary,no,116.0,yes,no,telephone,18,jul,1.0,0,0
56.0,blue-collar,single,primary,no,535.0,no,yes,cellular,11,jul,1.0,0,0
54.0,management,married,tertiary,no,4778.0,no,yes,unknown,20,jun,3.0,0,0
28.0,management,married,tertiary,no,901.0,no,no,cellular,17,jul,2.0,0,0
32.0,technician,single,secondary,no,701.0,yes,no,cellular,12,aug,2.0,0,0
52.0,self-employed,married,,no,-82.0,yes,no,unknown,6,may,1.0,0,0
51.0,management,married,tertiary,no,-2.0,no,no,cellular,19,nov,3.0,0,0
34.0,unknown,married,secondary,no,1431.0,no,no,cellular,21,nov,2.0,0,0
40.0,blue-collar,married,primary,no,489.0,yes,no,unknown,7,may,2.0,0,0
40.0,services,married,primary,no,2571.0,yes,no,cellular,14,may,1.0,2,0
32.0,blue-collar,single,primary,no,13.0,no,no,cellular,18,may,4.0,3,0
34.0,admin.,married,secondary,no,3816.0,yes,no,cellular,11,jul,2.0,0,0
27.0,admin.,single,tertiary,no,417.0,yes,no,cellular,7,may,1.0,1,0
34.0,services,divorced,secondary,no,48.0,no,no,unknown,9,jun,1.0,0,0
29.0,entrepreneur,divorced,secondary,no,155.0,yes,no,cellular,23,jul,4.0,0,0
42.0,management,married,tertiary,no,161.0,no,no,telephone,30,apr,2.0,0,1
42.0,management,married,tertiary,no,386.0,no,no,cellular,20,apr,3.0,2,0
48.0,blue-collar,married,primary,no,1.0,yes,no,cellular,11,may,3.0,2,0
47.0,technician,married,secondary,no,2248.0,yes,no,cellular,10,jul,1.0,0,0
26.0,management,single,tertiary,no,961.0,no,no,cellular,25,may,2.0,0,1
49.0,services,married,secondary,no,1543.0,no,no,cellular,28,aug,8.0,0,0
39.0,blue-collar,married,primary,no,2122.0,yes,no,cellular,15,may,3.0,4,1
47.0,housemaid,married,primary,no,379.0,no,no,cellular,17,jul,2.0,0,0
55.0,services,married,secondary,no,638.0,yes,no,cellular,30,jan,1.0,3,0
41.0,retired,divorced,primary,no,2086.0,yes,no,unknown,28,may,1.0,0,0
48.0,blue-collar,married,secondary,no,186.0,yes,no,telephone,10,jul,1.0,0,0
53.0,self-employed,married,tertiary,no,366.0,no,no,telephone,31,jul,4.0,0,0
36.0,technician,divorced,primary,no,-130.0,yes,no,cellular,5,may,1.0,0,0
32.0,management,single,tertiary,no,1124.0,yes,no,cellular,29,jan,2.0,1,0
37.0,entrepreneur,married,secondary,no,24.0,yes,no,unknown,20,may,1.0,0,0
33.0,blue-collar,married,primary,no,1418.0,yes,no,cellular,20,nov,1.0,0,0
25.0,technician,single,secondary,no,940.0,yes,no,cellular,24,jul,4.0,0,0
45.0,blue-collar,married,secondary,no,1778.0,yes,no,unknown,29,may,5.0,0,0
29.0,services,single,secondary,no,4.0,yes,no,cellular,5,may,1.0,0,0
24.0,blue-collar,single,secondary,no,380.0,no,no,cellular,27,may,1.0,0,0
44.0,blue-collar,married,primary,no,93.0,yes,no,unknown,9,may,3.0,0,0
40.0,services,single,tertiary,no,1219.0,yes,no,cellular,2,feb,1.0,2,0
56.0,services,married,secondary,no,0.0,no,no,unknown,7,may,1.0,0,0
26.0,blue-collar,single,secondary,no,1012.0,yes,no,cellular,20,apr,3.0,0,0
35.0,admin.,married,secondary,no,2376.0,yes,no,cellular,9,feb,2.0,3,1
34.0,management,single,tertiary,no,146.0,yes,no,cellular,20,apr,4.0,0,0
44.0,technician,divorced,secondary,no,416.0,yes,yes,unknown,6,jun,2.0,0,0
49.0,management,divorced,tertiary,no,93.0,no,no,cellular,19,aug,1.0,0,0
28.0,management,single,tertiary,no,341.0,no,yes,cellular,7,jul,1.0,0,0
44.0,technician,single,secondary,no,194.0,yes,no,cellular,6,feb,3.0,0,0
35.0,self-employed,married,tertiary,no,1102.0,no,no,cellular,5,feb,5.0,0,0
33.0,management,divorced,tertiary,no,60.0,no,no,cellular,13,aug,2.0,0,1
38.0,unemployed,married,secondary,no,-4.0,yes,yes,cellular,5,may,1.0,0,0
38.0,technician,single,secondary,no,95.0,yes,no,cellular,20,apr,1.0,0,0
59.0,management,married,tertiary,no,5952.0,no,no,cellular,3,feb,1.0,0,0
57.0,services,married,secondary,no,948.0,yes,yes,cellular,6,aug,3.0,0,0
34.0,management,married,tertiary,no,1477.0,yes,no,cellular,20,apr,6.0,4,0
54.0,management,married,tertiary,no,0.0,no,yes,cellular,19,nov,3.0,0,0
40.0,services,married,secondary,no,1.0,no,no,unknown,5,jun,1.0,0,0
32.0,management,single,tertiary,no,348.0,yes,no,cellular,18,may,1.0,6,0
50.0,unemployed,married,secondary,no,1054.0,no,no,cellular,25,aug,4.0,0,0
35.0,management,married,tertiary,no,1815.0,no,no,cellular,21,nov,1.0,0,0
32.0,admin.,single,secondary,no,1583.0,no,no,unknown,23,may,3.0,0,0
31.0,blue-collar,married,secondary,no,-80.0,yes,no,cellular,29,jan,2.0,0,0
38.0,technician,married,secondary,no,1453.0,no,no,cellular,30,apr,1.0,0,1
44.0,services,married,secondary,no,149.0,yes,no,telephone,14,may,5.0,1,0
31.0,admin.,single,tertiary,no,239.0,yes,no,cellular,18,may,1.0,0,1
33.0,self-employed,single,tertiary,no,1817.0,no,no,telephone,10,aug,1.0,2,1
39.0,management,single,tertiary,no,513.0,yes,no,cellular,19,nov,2.0,0,0
36.0,self-employed,married,secondary,no,112.0,no,no,unknown,6,jun,1.0,0,0
40.0,services,married,secondary,no,734.0,yes,no,unknown,14,may,2.0,0,0
42.0,admin.,married,secondary,no,3125.0,yes,no,cellular,12,may,2.0,0,0
27.0,technician,single,tertiary,no,821.0,no,no,telephone,3,feb,3.0,0,0
39.0,blue-collar,married,primary,no,-440.0,yes,no,cellular,5,may,1.0,0,0
31.0,services,married,secondary,no,52.0,yes,no,telephone,21,jul,9.0,0,0
46.0,admin.,single,secondary,no,2520.0,no,no,unknown,19,jun,1.0,0,0
49.0,unemployed,divorced,tertiary,no,782.0,no,no,cellular,8,nov,1.0,2,0
35.0,blue-collar,divorced,secondary,no,-174.0,yes,no,unknown,9,may,1.0,0,0
23.0,admin.,single,secondary,no,116.0,yes,no,cellular,18,may,1.0,0,0
26.0,technician,single,secondary,no,2088.0,no,no,unknown,8,may,1.0,0,0
39.0,management,single,tertiary,no,124.0,no,yes,cellular,24,mar,1.0,3,0
49.0,services,married,secondary,no,259.0,no,no,telephone,9,jul,2.0,0,0
49.0,entrepreneur,married,primary,no,4711.0,no,no,unknown,19,jun,1.0,0,0
38.0,blue-collar,married,primary,no,94.0,yes,yes,cellular,17,apr,3.0,0,0
32.0,blue-collar,married,primary,no,949.0,yes,no,cellular,13,may,1.0,0,0
57.0,blue-collar,married,secondary,no,5440.0,no,yes,cellular,5,aug,2.0,0,0
33.0,admin.,single,secondary,no,-269.0,no,yes,cellular,7,jul,1.0,0,0
40.0,management,married,,no,1250.0,no,no,cellular,2,feb,1.0,0,0
51.0,unemployed,divorced,secondary,no,1662.0,no,no,cellular,15,sep,1.0,3,1
43.0,housemaid,single,secondary,no,5288.0,no,no,unknown,6,jun,2.0,0,0
36.0,technician,married,secondary,no,301.0,no,no,cellular,29,aug,5.0,0,0
34.0,technician,married,secondary,no,163.0,yes,yes,cellular,28,jul,3.0,0,0
57.0,management,divorced,tertiary,no,-236.0,no,yes,cellular,16,jul,2.0,0,0
52.0,housemaid,single,secondary,no,799.0,no,no,telephone,28,jan,1.0,0,0
30.0,housemaid,married,secondary,no,1290.0,yes,no,cellular,8,jul,2.0,0,0
30.0,services,married,secondary,no,519.0,yes,no,unknown,12,may,7.0,0,0
33.0,technician,single,tertiary,no,660.0,yes,no,cellular,4,feb,1.0,0,0
31.0,admin.,single,tertiary,no,269.0,no,no,cellular,2,feb,1.0,0,0
45.0,blue-collar,married,secondary,no,-185.0,yes,yes,cellular,14,may,10.0,0,0
59.0,admin.,married,secondary,no,366.0,no,no,telephone,16,nov,2.0,0,0
37.0,services,married,tertiary,no,1357.0,no,no,unknown,17,jun,2.0,0,0
42.0,blue-collar,single,primary,no,785.0,yes,no,unknown,30,may,2.0,0,0
27.0,technician,married,secondary,no,639.0,yes,no,unknown,26,may,1.0,0,0
38.0,management,married,tertiary,no,-300.0,yes,no,cellular,14,may,3.0,0,0
44.0,admin.,married,secondary,no,71.0,no,no,cellular,5,feb,2.0,0,0
40.0,blue-collar,married,secondary,no,3549.0,yes,no,cellular,15,may,5.0,0,0
34.0,blue-collar,married,secondary,no,1053.0,no,no,unknown,18,nov,2.0,0,0
53.0,admin.,married,secondary,no,1643.0,yes,no,cellular,19,nov,3.0,0,0
47.0,admin.,married,secondary,no,943.0,no,no,cellular,5,feb,2.0,1,0
32.0,unemployed,single,secondary,no,501.0,yes,no,unknown,2,jun,2.0,0,0
56.0,entrepreneur,married,secondary,no,2428.0,no,yes,unknown,20,may,7.0,0,0
40.0,management,married,secondary,no,3199.0,yes,yes,unknown,19,may,3.0,0,0
32.0,blue-collar,married,primary,no,2953.0,yes,no,telephone,6,may,2.0,0,0
36.0,technician,married,secondary,no,113.0,no,no,cellular,22,may,2.0,0,1
57.0,housemaid,married,tertiary,no,2321.0,no,no,cellular,17,apr,1.0,0,1
43.0,admin.,single,tertiary,no,3464.0,yes,no,unknown,23,may,9.0,0,0
57.0,management,married,tertiary,no,758.0,no,no,cellular,14,aug,2.0,0,0
34.0,admin.,single,primary,no,-261.0,yes,no,unknown,28,may,2.0,0,0
43.0,technician,married,secondary,no,1.0,no,yes,cellular,19,aug,2.0,0,0
42.0,blue-collar,married,secondary,no,-191.0,no,yes,cellular,29,jul,3.0,0,1
32.0,self-employed,single,tertiary,no,2591.0,no,no,unknown,27,may,7.0,0,0
52.0,management,married,primary,no,744.0,no,no,unknown,16,jun,1.0,0,0
44.0,self-employed,married,tertiary,no,6378.0,no,no,cellular,27,aug,5.0,0,0
36.0,admin.,married,secondary,no,-317.0,no,no,cellular,30,apr,1.0,1,0
29.0,unknown,single,,no,330.0,no,no,cellular,11,oct,1.0,1,1
57.0,admin.,divorced,secondary,no,163.0,no,no,unknown,20,jun,4.0,0,0
45.0,blue-collar,married,primary,no,94.0,yes,no,unknown,6,may,1.0,0,0
34.0,admin.,single,secondary,no,-417.0,yes,no,unknown,23,may,1.0,0,0
49.0,management,married,tertiary,no,1652.0,yes,no,cellular,5,may,2.0,0,0
41.0,admin.,single,secondary,no,466.0,yes,no,unknown,20,jun,2.0,0,0
54.0,services,married,primary,no,3018.0,yes,yes,cellular,3,feb,1.0,0,0
37.0,management,married,tertiary,no,100.0,yes,yes,cellular,27,aug,9.0,0,0
55.0,retired,married,,no,1.0,no,no,cellular,20,aug,5.0,0,0
33.0,technician,single,secondary,no,5040.0,no,no,cellular,20,nov,6.0,0,0
53.0,technician,single,tertiary,no,12538.0,no,no,cellular,18,nov,1.0,0,0
28.0,management,single,tertiary,no,1843.0,no,no,cellular,28,dec,1.0,10,0
37.0,unemployed,married,secondary,no,281.0,yes,no,unknown,26,may,2.0,0,0
27.0,self-employed,single,tertiary,no,655.0,no,yes,cellular,17,mar,2.0,0,0
53.0,unemployed,divorced,tertiary,no,1.0,no,no,unknown,19,jun,1.0,0,0
27.0,blue-collar,single,secondary,no,1704.0,no,no,cellular,17,dec,2.0,0,1
52.0,management,married,tertiary,no,774.0,yes,yes,cellular,21,jul,2.0,0,0
29.0,technician,married,secondary,no,1179.0,yes,no,cellular,17,apr,3.0,3,0
48.0,entrepreneur,married,secondary,no,22.0,no,no,unknown,17,jun,6.0,0,0
61.0,technician,married,secondary,no,1.0,yes,no,unknown,6,jun,3.0,0,0
82.0,unknown,divorced,,no,4.0,no,no,telephone,9,sep,5.0,0,0
32.0,blue-collar,married,secondary,no,2135.0,yes,no,cellular,15,may,1.0,0,0
52.0,housemaid,married,secondary,no,1.0,no,no,cellular,2,feb,1.0,2,0
36.0,management,single,tertiary,no,167.0,yes,yes,cellular,7,aug,3.0,0,0
44.0,blue-collar,married,,no,33.0,no,yes,cellular,23,jul,2.0,0,0
40.0,management,divorced,tertiary,no,931.0,no,no,cellular,4,aug,1.0,0,0
31.0,admin.,married,tertiary,no,75.0,yes,yes,cellular,13,oct,1.0,0,0
50.0,entrepreneur,married,tertiary,no,760.0,no,no,cellular,21,nov,4.0,0,0
32.0,admin.,single,tertiary,no,4132.0,no,no,cellular,2,mar,1.0,1,0
42.0,blue-collar,married,secondary,no,1439.0,yes,no,cellular,14,may,1.0,0,0
56.0,retired,divorced,tertiary,no,295.0,yes,no,cellular,29,jan,1.0,0,0
39.0,blue-collar,married,secondary,no,52.0,yes,no,telephone,20,apr,1.0,0,0
35.0,admin.,divorced,secondary,no,486.0,yes,no,cellular,2,feb,1.0,0,0
50.0,management,divorced,tertiary,no,152.0,no,no,cellular,12,aug,2.0,0,0
35.0,management,divorced,tertiary,no,783.0,yes,no,unknown,7,may,3.0,0,0
35.0,blue-collar,married,,no,25.0,yes,no,cellular,14,may,1.0,0,0
38.0,blue-collar,married,primary,no,69.0,no,no,unknown,8,may,1.0,0,1
37.0,self-employed,married,primary,no,2072.0,yes,no,cellular,13,may,1.0,24,0
42.0,unemployed,single,primary,no,2246.0,yes,no,cellular,9,feb,5.0,0,0
59.0,management,divorced,tertiary,no,110.0,no,no,cellular,12,aug,4.0,0,0
40.0,admin.,married,secondary,no,752.0,yes,no,cellular,25,may,1.0,1,0
27.0,admin.,single,secondary,no,770.0,no,no,cellular,29,jan,2.0,0,0
40.0,management,married,tertiary,no,1144.0,yes,no,cellular,5,feb,1.0,2,0
48.0,admin.,married,primary,no,29.0,yes,no,cellular,6,may,1.0,1,0
46.0,admin.,single,secondary,no,6.0,yes,no,cellular,20,nov,1.0,0,0
33.0,blue-collar,married,secondary,no,-214.0,yes,no,cellular,29,jan,2.0,5,0
35.0,management,married,tertiary,no,266.0,yes,no,cellular,13,nov,2.0,2,1
28.0,student,single,,no,143.0,no,no,cellular,5,feb,3.0,1,0
31.0,technician,divorced,secondary,no,853.0,yes,no,cellular,15,may,3.0,0,0
29.0,management,married,tertiary,no,3334.0,no,no,cellular,7,aug,6.0,0,0
28.0,blue-collar,married,primary,no,-234.0,yes,no,cellular,22,jul,1.0,0,0
35.0,management,married,tertiary,no,0.0,no,no,cellular,21,aug,2.0,0,0
46.0,services,married,secondary,no,2847.0,yes,no,cellular,6,aug,3.0,0,0
32.0,unemployed,married,secondary,no,2397.0,yes,yes,cellular,5,feb,3.0,0,0
54.0,technician,married,secondary,no,-5.0,no,no,cellular,18,aug,4.0,0,0
38.0,services,married,secondary,no,2.0,yes,no,cellular,6,may,3.0,3,0
37.0,services,married,secondary,no,400.0,yes,no,unknown,21,may,2.0,0,0
32.0,management,single,tertiary,no,1.0,no,no,cellular,26,may,1.0,0,0
54.0,blue-collar,single,primary,no,-117.0,yes,no,cellular,13,may,1.0,0,0
32.0,technician,single,secondary,no,197.0,yes,yes,cellular,15,may,1.0,0,1
26.0,services,single,secondary,no,154.0,no,no,cellular,13,apr,3.0,0,0
37.0,blue-collar,married,secondary,no,1795.0,yes,yes,cellular,17,nov,1.0,2,0
36.0,housemaid,married,primary,no,192.0,no,no,cellular,30,apr,1.0,0,1
34.0,services,divorced,secondary,no,1194.0,yes,no,cellular,30,jan,1.0,0,0
51.0,management,married,tertiary,no,5798.0,yes,no,cellular,17,apr,1.0,0,0
26.0,blue-collar,single,secondary,no,2699.0,no,no,cellular,3,feb,4.0,0,0
37.0,management,married,tertiary,no,3172.0,no,no,cellular,22,aug,30.0,0,0
51.0,management,married,tertiary,no,8205.0,yes,no,telephone,25,oct,3.0,1,0
49.0,blue-collar,divorced,primary,no,-3.0,yes,no,cellular,29,jul,2.0,0,0
47.0,blue-collar,married,secondary,no,3696.0,yes,no,cellular,19,nov,3.0,2,0
44.0,services,married,tertiary,no,519.0,yes,no,cellular,17,apr,1.0,0,0
38.0,technician,single,secondary,no,122.0,yes,no,unknown,2,jun,1.0,0,0
26.0,admin.,single,secondary,no,851.0,no,no,cellular,20,jul,5.0,1,0
74.0,retired,married,secondary,no,3771.0,no,no,telephone,16,apr,1.0,0,0
29.0,management,married,tertiary,no,29229.0,no,no,cellular,25,aug,9.0,0,0
39.0,technician,married,tertiary,no,-766.0,yes,yes,unknown,23,may,1.0,0,0
58.0,services,divorced,secondary,no,-756.0,yes,no,unknown,28,may,1.0,0,0
32.0,technician,single,tertiary,no,454.0,no,no,cellular,4,feb,3.0,0,0
54.0,retired,married,primary,no,5803.0,no,no,unknown,17,jun,1.0,0,0
51.0,services,married,secondary,no,1.0,no,no,cellular,21,aug,4.0,0,0
23.0,services,single,,no,-497.0,yes,yes,unknown,18,jun,3.0,0,0
46.0,admin.,married,secondary,no,383.0,yes,no,unknown,14,may,1.0,0,0
49.0,management,married,secondary,no,-4.0,yes,yes,cellular,7,may,1.0,0,0
36.0,unemployed,divorced,secondary,no,-5.0,yes,no,unknown,30,may,4.0,0,0
25.0,student,single,secondary,no,120.0,no,no,cellular,3,feb,3.0,0,0
53.0,retired,married,secondary,no,-2.0,no,no,cellular,4,aug,1.0,0,1
50.0,admin.,married,tertiary,no,3.0,yes,yes,cellular,8,mar,2.0,0,1
25.0,admin.,single,secondary,no,1392.0,yes,no,unknown,27,may,1.0,0,0
60.0,retired,married,,no,4.0,no,no,cellular,25,aug,4.0,0,0
37.0,admin.,married,secondary,no,67.0,yes,yes,unknown,6,may,2.0,0,0
54.0,retired,married,tertiary,no,360.0,yes,no,cellular,30,apr,1.0,0,0
45.0,management,married,tertiary,no,503.0,yes,yes,cellular,5,feb,1.0,0,0
33.0,management,married,tertiary,no,4948.0,no,no,cellular,11,aug,1.0,0,0
44.0,blue-collar,married,primary,no,7980.0,no,no,cellular,8,aug,5.0,0,0
35.0,management,married,secondary,no,335.0,no,no,cellular,26,aug,4.0,0,0
41.0,self-employed,married,tertiary,no,1122.0,yes,no,unknown,16,may,4.0,0,0
45.0,housemaid,divorced,secondary,no,-617.0,no,yes,cellular,14,jul,3.0,0,0
58.0,retired,married,primary,no,1518.0,yes,no,cellular,15,apr,2.0,0,0
57.0,housemaid,married,primary,no,48.0,no,no,cellular,18,aug,3.0,0,0
50.0,services,divorced,secondary,no,3245.0,no,no,unknown,16,jun,3.0,0,0
29.0,blue-collar,married,primary,no,1013.0,yes,no,unknown,27,may,1.0,0,0
46.0,admin.,divorced,tertiary,no,2.0,yes,no,cellular,7,jul,3.0,0,0
35.0,unemployed,married,secondary,no,2223.0,no,no,unknown,19,jun,2.0,0,0
57.0,retired,married,secondary,no,2293.0,no,yes,cellular,19,nov,1.0,3,0
29.0,self-employed,single,tertiary,no,52.0,no,no,cellular,21,nov,1.0,0,0
38.0,management,single,tertiary,no,0.0,yes,no,unknown,29,may,6.0,0,0
35.0,admin.,married,secondary,no,-114.0,no,no,cellular,29,jul,4.0,0,0
27.0,technician,single,secondary,no,2782.0,no,no,cellular,14,aug,2.0,0,0
34.0,technician,married,secondary,no,789.0,yes,no,unknown,21,may,2.0,0,1
34.0,services,single,secondary,no,512.0,yes,yes,unknown,23,may,1.0,0,0
31.0,management,married,tertiary,no,1657.0,yes,no,cellular,11,jul,2.0,0,0
30.0,management,married,tertiary,no,141.0,yes,no,cellular,4,feb,2.0,7,1
48.0,management,married,tertiary,no,5111.0,yes,no,cellular,5,apr,2.0,3,0
41.0,admin.,divorced,secondary,no,401.0,yes,yes,cellular,18,nov,3.0,2,0
41.0,technician,married,secondary,no,373.0,yes,no,unknown,30,may,2.0,0,0
37.0,admin.,married,secondary,no,643.0,yes,no,unknown,6,may,1.0,0,0
29.0,student,single,tertiary,no,1092.0,no,no,cellular,28,jan,2.0,0,0
28.0,services,single,secondary,no,11389.0,yes,no,cellular,20,nov,1.0,0,0
50.0,technician,divorced,tertiary,yes,-1012.0,no,yes,cellular,7,jul,1.0,0,0
